feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
1.0029522546772611,0.30865445053550267,-2.6854198938550025,-2.8517005983663513,1.4878680610088084,-1.9751212117690953,2.0197294695502515,2.339040565020033,1.093426867332438,0.33398684091708475,0
0.7559425354292713,-2.3045889040343566,0.527679229379357,1.3024075003437539,1.5840394506450015,-0.3945668188167196,-1.3699278250910087,-0.19839949291761272,-1.3467894296837122,0.5967285767240079,1
2.563433258163294,2.079404202089093,0.942561351535618,1.7491671662611188,-3.2111299481413287,-2.17357260350626,0.7549348174408157,0.0721649972042182,0.9312458839619006,2.6208194256920434,1
1.875489275592737,-1.9053999388238116,1.7747956846239394,-0.8673562918289892,1.0550976175234184,-1.5265646856947406,-1.4154774144375222,2.284136549006922,-0.6886092311832867,0.6352254481964572,1
1.189238109378578,-1.4751733613899702,-3.7129023940922408,5.817834904558784,-0.4617238420794787,1.3621476244583293,-0.5604833124733519,-1.6209560533278435,-2.8845256085339455,0.769816106806306,0
0.5554750047465045,1.763307783001304,0.339239177341772,-7.2263550489415955,2.3219374491536584,-1.444083196342656,0.4087345842750585,4.923243708401566,3.0483219645376423,-1.1248305946058006,0
5.76624544773826,-0.8786764691723705,-1.1877588498846259,9.121980258013911,0.3986708090888268,-2.3919497016811695,-4.45704410414998,-1.5124903703566663,0.7187554038540621,0.30293298746757313,0
0.7672691629039075,-2.696022110635923,-0.6211517978760637,4.40509912583288,-2.0306928352178617,-2.2384805801262755,-0.9632070023843591,0.19224155775661744,-1.9032912750737823,1.0082326367184324,1
-0.8650669049946245,-0.8380512333117434,-2.422371207293465,2.081218926906013,-0.08321691781230578,-1.9746293169335072,-1.5174418108825662,1.4164116637941129,-0.012182235039984383,1.1520482535763723,1
-1.1466147122299462,-0.3793852140559989,-1.588221284318355,2.3125507697976713,-1.0329728315834863,-3.873505785538482,-1.972388726063523,1.6794665780355473,1.4831620880459793,1.1870127728870663,1
